SampleID	Station	Time	Latitude	Longitude	Xkm	Ykm	Month	Year	BottomDepth	Season	Discovery
372	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
373	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
374	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
375	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
376	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
377	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
378	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
379	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
380	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
381	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
382	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
383	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
384	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
385	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
386	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
387	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
388	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
389	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
390	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
391	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
392	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
393	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
394	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
395	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
396	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
397	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
398	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
399	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
400	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
401	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
402	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
403	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
404	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
405	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
406	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
407	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
408	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
409	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
410	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
411	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
412	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
413	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
414	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
415	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
416	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
417	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
418	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
419	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260
420	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
421	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
422	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
423	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
424	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
425	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
426	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
427	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
428	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
429	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
430	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
431	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
432	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
433	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
434	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
435	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
436	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
437	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
438	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
439	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
440	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
441	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
442	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
443	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
444	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
445	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
446	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
447	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
448	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
449	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
450	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
451	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
452	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
453	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
454	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
455	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
456	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
457	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
458	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
459	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
460	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
461	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
462	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
463	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
464	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
465	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
466	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
467	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
468	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
469	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
470	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
471	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
472	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
473	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
474	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
475	13	2	49.8567	-13.962	2.722	-15.89	3	2002	3901	1	260
476	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
477	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
478	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
479	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
480	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
481	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
482	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
483	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
484	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
485	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
486	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
487	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
488	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
489	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
490	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
491	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
492	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
493	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
494	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
495	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
496	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
497	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
498	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
499	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
500	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
501	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
502	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
503	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
504	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
505	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
506	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
507	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
508	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
509	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
510	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
511	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
512	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
513	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
514	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
515	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
516	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
517	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
518	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
519	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
520	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
521	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
522	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
523	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
524	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
525	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
526	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
527	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
528	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
529	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
530	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
531	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
532	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
533	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260
534	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
535	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
536	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
537	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
538	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
539	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
540	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
541	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
542	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
543	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
544	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
545	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
546	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
547	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
548	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
549	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
550	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
551	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
552	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
553	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
554	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
555	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
556	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
557	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
558	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
559	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
560	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
561	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
562	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
563	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
564	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
565	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
566	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
567	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
568	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
569	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
570	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
571	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
572	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
573	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
574	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
575	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
576	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
577	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
578	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
579	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
580	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
581	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
582	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
583	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
584	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
585	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
586	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
587	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
588	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
589	15	2	49.807	-14.0643	-4.59	-21.447	3	2002	3993	1	260
590	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
591	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
592	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
593	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
594	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
595	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
596	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
597	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
598	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
599	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
600	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
601	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
602	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
603	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
604	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
605	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
606	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
607	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
608	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
609	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
610	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
611	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
612	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
613	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
614	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
615	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
616	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
617	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
618	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
619	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
620	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
621	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
622	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
623	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
624	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
625	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
626	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
627	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
628	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
629	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
630	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
631	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
632	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
633	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
634	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
635	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
636	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
637	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
638	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
639	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
640	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266
641	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
642	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
643	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
644	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
645	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
646	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
647	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
648	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
649	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
650	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
651	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
652	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
653	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
654	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
655	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
656	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
657	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
658	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
659	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
660	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
661	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
662	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
663	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
664	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
665	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
666	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
667	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
668	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
669	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
670	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
671	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
672	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
673	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
674	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
675	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
676	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
677	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
678	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
679	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
680	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
681	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
682	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
683	17	2	48.7772	-16.4845	-181.965	-135.902	10	2002	4808	2	266
684	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
685	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
686	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
687	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
688	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
689	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
690	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
691	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
692	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
693	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
694	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
695	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
696	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
697	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
698	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
699	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
700	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
701	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
702	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
703	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
704	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
705	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
706	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
707	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
708	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
709	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
710	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
711	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
712	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
713	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
714	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
715	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
716	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
717	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
718	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
719	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
720	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
721	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
722	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
723	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
724	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
725	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
726	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
727	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
728	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
729	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
730	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
731	18	3	49.4647	-15.57	-113.383	-59.45	10	2002	4728	2	266
732	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
733	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
734	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
735	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
736	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
737	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
738	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
