Sample	Intensity	Prevalence	Year	Depth	Weight	Length	Sex	Stage	Age	Area
589	0	0	2001	110	1480	56	1	2	4	2
590	0	0	2001	110	1908	56	2	2	5	2
591	0	0	2001	110	1472	50	2	2	4	2
592	0	0	2001	55	3702	69	2	4	6	1
593	0	0	2001	55	1550	53	2	4	5	1
594	0	0	2001	55	4070	75	1	4	8	1
595	0	0	2001	55	1896	58	2	4	7	1
596	0	0	2001	55	3658	71	2	4	8	1
597	0	0	2001	55	3762	74	2	4	10	1
598	0	0	2001	55	7270	90	1	4	8	1
599	0	0	2001	55	6934	93	2	4	8	1
600	0	0	2001	90	5108	82	1	4	9	1
601	0	0	2001	90	3948	72	2	4	6	1
602	0	0	2001	90	3042	69	2	4	6	1
603	0	0	2001	112	3266	72	1	4	7	1
604	0	0	2001	112	2230	63	2	4	7	1
605	0	0	2001	112	2552	63	2	4	5	1
606	0	0	2001	199	9990	101	2	4	9	2
607	0	0	2001	199	2988	70	1	4	5	2
608	0	0	2001	199	4180	82	1	4	7	2
609	0	0	2001	199	2828	72	2	4	7	2
610	0	0	2001	199	2956	67	1	4	5	2
611	0	0	2001	199	2580	69	1	4	7	2
612	0	0	2001	199	2682	66	1	4	5	2
613	0	0	2001	199	NA	NA	1	4	0	2
614	0	0	2001	98	4676	83	1	4	8	3
615	0	0	2001	98	4130	73	2	4	8	3
616	0	0	2001	98	2200	62	2	4	5	3
617	0	0	2001	98	7098	85	1	4	7	3
618	0	0	2001	98	3004	67	2	4	5	3
619	0	0	2001	98	5902	82	1	4	6	3
620	0	0	2001	98	4286	78	1	4	6	3
621	0	0	2001	98	4564	80	1	4	6	3
622	0	0	2001	98	1956	59	1	4	5	3
623	0	0	2001	98	2324	62	2	4	4	3
624	0	0	2001	98	2186	62	2	4	6	3
625	0	0	2001	125	7208	96	2	4	7	4
626	0	0	2001	125	2814	66	1	4	8	4
627	0	0	2001	125	3912	80	1	4	7	4
628	0	0	2001	125	2534	71	1	4	7	4
629	0	0	2001	140	2758	66	2	4	5	4
630	0	0	2001	140	1366	54	1	4	5	4
631	0	0	2001	140	2560	69	1	4	7	4
632	0	0	2001	228	7242	91	1	4	7	4
633	0	0	2001	228	4734	78	2	4	6	4
634	0	0	2001	228	4084	76	1	4	6	4
635	0	0	2001	228	5964	82	1	4	7	4
636	0	0	2001	193	6532	91	1	4	7	3
637	0	0	2001	193	7264	94	1	4	7	3
638	0	0	2001	122	8426	92	1	4	10	3
639	0	0	2001	122	4892	79	1	4	8	3
640	0	0	2001	122	3094	73	2	4	7	3
641	0	0	2001	122	5664	85	2	4	7	3
642	0	0	2001	122	3152	74	1	4	7	3
643	0	0	2001	122	2414	67	1	4	5	3
644	0	0	2001	122	3426	68	2	4	6	3
645	0	0	2001	122	3536	71	1	4	7	3
646	0	0	2001	122	2900	75	1	4	7	3
647	0	0	2001	256	3544	71	2	4	6	3
648	0	0	2001	256	3194	71	1	4	6	3
649	0	0	2001	256	8068	94	1	4	10	3
650	0	0	2001	256	3594	69	1	4	5	3
651	0	0	2001	283	2516	64	1	4	9	2
652	0	0	2001	283	3220	66	2	4	8	2
653	0	0	2001	283	1830	59	2	4	6	2
654	0	0	2001	110	3336	65	1	4	7	2
655	1	1	1999	194	2154	59	0	0	0	3
656	1	1	1999	194	1446	56	0	0	0	3
657	1	1	1999	194	4660	81	0	0	0	3
658	1	1	1999	235	1034	52	0	0	0	4
659	1	1	1999	85	1968	60	2	1	5	1
660	1	1	1999	85	1536	52	1	1	5	1
661	1	1	1999	85	376	36	1	1	2	1
662	1	1	1999	85	1070	48	1	1	3	1
663	1	1	1999	85	100	23	2	1	1	1
664	1	1	1999	137	3754	74	1	1	5	1
665	1	1	1999	137	2916	70	1	1	4	1
666	1	1	1999	150	1744	57	2	1	4	2
667	1	1	1999	150	558	37	1	1	2	2
668	1	1	1999	150	1572	54	1	1	5	2
669	1	1	1999	150	904	50	1	1	3	2
670	1	1	1999	100	1204	51	2	1	3	2
671	1	1	1999	220	1490	55	2	1	5	2
672	1	1	1999	220	362	35	2	1	3	2
673	1	1	1999	220	650	42	2	1	4	2
674	1	1	1999	99	1820	58	2	1	3	3
675	1	1	1999	270	1384	55	2	1	4	3
676	1	1	1999	270	1700	60	2	1	6	3
677	1	1	1999	270	1382	56	2	1	5	3
678	1	1	1999	270	826	45	2	1	3	3
679	1	1	1999	235	718	43	2	1	3	4
680	1	1	1999	235	766	43	2	1	3	4
681	1	1	1999	278	626	42	1	1	3	4
682	1	1	1999	200	2770	67	2	2	6	1
683	1	1	1999	200	4076	76	1	2	6	1
684	1	1	1999	200	2120	60	2	2	5	1
685	1	1	1999	200	1968	58	2	2	5	1
686	1	1	1999	200	1928	58	2	2	6	1
687	1	1	1999	200	7408	91	1	2	10	1
688	1	1	1999	292	NA	NA	1	2	10	2
689	1	1	1999	99	1256	50	1	2	4	3
690	1	1	1999	99	1754	57	2	2	5	3
691	1	1	1999	278	3452	73	2	2	5	4
692	1	1	1999	137	2168	60	1	4	5	1
693	2	1	1999	194	3442	72	0	0	0	3
694	2	1	1999	194	2248	59	0	0	0	3
695	2	1	1999	85	2606	65	1	1	5	1
696	2	1	1999	85	706	42	2	1	3	1
697	2	1	1999	200	2368	61	1	1	5	1
698	2	1	1999	200	984	48	2	1	4	1
699	2	1	1999	137	1568	55	2	1	4	1
700	2	1	1999	137	244	31	1	1	2	1
701	2	1	1999	292	1582	59	1	1	4	2
702	2	1	1999	292	2226	62	1	1	5	2
703	2	1	1999	99	1484	53	1	1	5	3
704	2	1	1999	270	808	47	2	1	4	3
705	2	1	1999	270	908	47	2	1	4	3
706	2	1	1999	270	928	48	2	1	4	3
707	2	1	1999	270	390	34	1	1	2	3
708	2	1	1999	256	1058	49	1	1	3	3
709	2	1	1999	172	1350	53	1	1	4	3
710	2	1	1999	172	236	31	2	1	2	3
711	2	1	1999	235	1244	55	1	1	4	4
712	2	1	1999	235	1320	55	2	1	4	4
713	2	1	1999	278	1938	60	2	1	5	4
714	2	1	1999	278	1882	65	2	1	5	4
715	2	1	1999	110	1174	52	2	1	4	4
716	2	1	1999	110	1306	53	1	1	4	4
717	2	1	1999	200	1866	58	2	2	5	1
718	2	1	1999	200	1924	57	1	2	5	1
719	2	1	1999	200	2126	63	1	2	6	1
720	2	1	1999	200	1876	57	2	2	5	1
721	2	1	1999	200	1512	52	2	2	4	1
722	2	1	1999	200	2608	64	1	2	6	1
723	2	1	1999	200	1886	56	2	2	5	1
724	2	1	1999	200	1438	53	2	2	5	1
725	2	1	1999	200	1772	55	2	2	5	1
726	3	1	1999	194	2012	59	0	0	0	3
727	3	1	1999	235	164	28	0	0	0	4
728	3	1	1999	85	476	38	1	1	2	1
729	3	1	1999	85	1626	52	1	1	4	1
730	3	1	1999	85	416	36	2	1	2	1
731	3	1	1999	85	290	31	2	1	2	1
732	3	1	1999	85	368	36	2	1	2	1
733	3	1	1999	85	296	32	2	1	2	1
734	3	1	1999	200	690	43	1	1	3	1
735	3	1	1999	137	682	42	1	1	3	1
736	3	1	1999	137	1988	60	1	1	4	1
737	3	1	1999	256	1294	53	2	1	3	3
738	3	1	1999	200	5400	83	1	2	6	1
739	3	1	1999	200	1632	55	1	2	5	1
740	3	1	1999	200	1970	60	1	2	5	1
741	3	1	1999	200	2408	64	2	2	6	1
742	3	1	1999	200	NA	NA	2	2	10	1
743	3	1	1999	99	3504	70	1	2	8	3
744	3	1	1999	99	1804	54	2	2	4	3
745	3	1	1999	137	4336	76	1	4	5	1
746	3	1	1999	137	3902	77	1	4	7	1
747	4	1	1999	235	508	39	0	0	0	4
748	4	1	1999	85	468	38	2	1	2	1
749	4	1	1999	137	1196	51	2	1	4	1
750	4	1	1999	220	630	42	2	1	2	2
751	4	1	1999	270	4562	81	1	1	8	3
752	4	1	1999	270	546	41	2	1	3	3
753	4	1	1999	256	1704	62	1	1	4	3
754	4	1	1999	256	2432	61	2	1	7	3
755	4	1	1999	256	1386	57	1	1	4	3
756	4	1	1999	278	1006	50	2	1	4	4
757	4	1	1999	278	172	29	2	1	2	4
758	4	1	1999	110	204	30	1	1	2	4
759	4	1	1999	110	444	39	2	1	3	4
760	4	1	1999	85	2144	60	2	2	5	1
761	4	1	1999	200	1410	57	1	2	5	1
762	4	1	1999	200	2620	65	2	2	6	1
763	4	1	1999	110	1714	55	2	2	4	4
764	5	1	1999	194	1698	55	0	0	0	3
765	5	1	1999	194	1998	62	0	0	0	3
766	5	1	1999	235	498	41	0	0	0	4
767	5	1	1999	85	776	43	1	1	3	1
768	5	1	1999	150	1446	55	1	1	4	2
769	5	1	1999	220	2100	64	1	1	5	2
770	5	1	1999	220	2072	61	1	1	5	2
771	5	1	1999	220	2184	62	2	1	5	2
772	5	1	1999	270	1570	54	2	1	5	3
773	5	1	1999	200	2632	62	2	2	6	1
774	5	1	1999	200	1782	56	1	2	5	1
775	5	1	1999	137	1318	49	2	2	5	1
776	6	1	1999	85	420	37	1	1	2	1
777	6	1	1999	200	296	32	1	1	2	1
778	6	1	1999	137	2282	64	1	1	5	1
779	6	1	1999	150	1902	62	1	1	5	2
780	6	1	1999	270	1636	58	1	1	5	3
781	6	1	1999	235	1998	59	1	1	4	4
782	6	1	1999	235	506	40	1	1	3	4
783	6	1	1999	278	1320	52	1	1	4	4
784	6	1	1999	200	1796	57	1	2	5	1
785	6	1	1999	200	2338	64	1	2	5	1
786	6	1	1999	200	1692	54	2	2	5	1
787	7	1	1999	235	562	42	0	0	0	4
788	7	1	1999	85	1994	56	1	1	4	1
789	7	1	1999	137	2476	64	1	1	5	1
790	7	1	1999	150	1200	52	2	1	4	2
791	7	1	1999	150	1350	54	1	1	4	2
792	7	1	1999	220	1706	59	1	1	4	2
793	7	1	1999	278	3056	74	1	1	6	4
794	7	1	1999	278	812	46	1	1	3	4
795	7	1	1999	278	1364	54	1	1	4	4
796	7	1	1999	137	7160	86	1	4	10	1
797	8	1	1999	137	296	33	2	1	2	1
798	8	1	1999	235	692	45	2	1	4	4
799	8	1	1999	200	1136	48	2	2	4	1
800	8	1	1999	220	1812	57	2	2	4	2
801	8	1	1999	99	2408	67	2	2	5	3
802	9	1	1999	85	1246	51	2	1	3	1
803	9	1	1999	270	762	48	1	1	4	3
804	9	1	1999	278	2818	68	1	1	5	4
805	9	1	1999	200	1948	60	1	2	5	1
806	10	1	1999	235	332	36	0	0	0	4
807	10	1	1999	200	3450	71	1	1	6	1
808	10	1	1999	235	670	42	1	1	3	4
809	10	1	1999	278	206	29	2	1	2	4
810	10	1	1999	200	2286	62	1	2	5	1
811	10	1	1999	200	1888	56	2	2	5	1
812	10	1	1999	137	1878	61	2	2	5	1
813	10	1	1999	99	2036	59	1	2	6	3
814	11	1	1999	235	898	49	0	0	0	4
815	11	1	1999	292	2066	64	1	1	6	2
816	11	1	1999	270	978	49	1	1	4	3
817	11	1	1999	200	1724	57	1	2	5	1
818	12	1	1999	194	1150	50	0	0	0	3
819	12	1	1999	137	252	30	1	1	0	1
820	12	1	1999	292	1164	54	2	1	4	2
821	12	1	1999	278	466	39	2	1	3	4
822	12	1	1999	278	2400	62	1	1	5	4
823	12	1	1999	85	1524	54	2	2	5	1
824	12	1	1999	200	1312	53	1	2	4	1
825	13	1	1999	137	916	47	2	1	3	1
826	13	1	1999	270	432	38	2	1	2	3
827	13	1	1999	110	1078	50	1	1	4	4
828	14	1	1999	85	2302	62	2	1	7	1
829	14	1	1999	99	958	47	1	1	3	3
830	14	1	1999	200	1484	53	2	2	5	1
831	14	1	1999	110	1264	52	2	2	4	4
832	15	1	1999	235	1094	50	2	1	4	4
833	15	1	1999	278	412	37	2	1	2	4
834	15	1	1999	270	1518	55	2	2	4	3
835	16	1	1999	235	946	47	2	1	3	4
836	16	1	1999	278	510	39	2	1	3	4
837	16	1	1999	200	2202	59	1	2	5	1
838	16	1	1999	110	2054	57	2	2	6	4
839	17	1	1999	137	624	40	1	1	3	1
840	17	1	1999	292	1826	62	1	1	5	2
841	17	1	1999	200	1892	59	2	2	5	1
842	17	1	1999	278	2072	58	2	2	5	4
843	18	1	1999	150	1954	60	2	1	5	2
844	18	1	1999	270	492	40	1	1	3	3
845	18	1	1999	235	708	43	1	1	3	4
846	19	1	1999	172	200	30	1	1	2	3
847	19	1	1999	200	1520	53	1	2	5	1
848	20	1	1999	200	842	46	1	1	3	1
849	20	1	1999	278	562	40	2	1	2	4
850	21	1	1999	256	1108	54	2	1	5	3
851	21	1	1999	278	198	29	1	1	2	4
852	21	1	1999	278	2034	58	2	2	4	4
853	22	1	1999	278	198	30	1	1	2	4
854	22	1	1999	200	1416	52	2	2	5	1
855	23	1	1999	235	1242	53	1	1	5	4
856	23	1	1999	235	1682	56	2	1	4	4
857	24	1	1999	235	932	49	0	0	0	4
858	25	1	1999	235	1126	49	0	0	0	4
859	25	1	1999	110	1238	49	2	2	4	4
860	26	1	1999	137	1582	56	2	1	5	1
861	27	1	1999	137	2566	68	1	1	4	1
862	28	1	1999	292	794	46	1	1	3	2
863	28	1	1999	235	1396	56	1	1	4	4
864	28	1	1999	235	1996	59	2	2	5	4
865	32	1	1999	270	1342	53	1	1	4	3
866	33	1	1999	278	382	37	1	1	2	4
867	35	1	1999	235	174	30	0	0	0	4
868	35	1	1999	235	1182	53	2	1	4	4
869	36	1	1999	292	680	45	1	1	3	2
870	38	1	1999	278	156	28	0	0	0	4
871	39	1	1999	235	714	44	0	0	0	4
872	41	1	1999	137	456	38	1	1	3	1
873	41	1	1999	200	2312	61	1	2	6	1
874	45	1	1999	278	154	27	0	0	0	4
875	50	1	1999	137	1284	51	2	1	5	1
876	51	1	1999	235	386	36	0	0	0	4
877	52	1	1999	200	1458	53	2	2	5	1
878	56	1	1999	235	664	43	0	0	0	4
879	65	1	1999	278	194	30	1	1	2	4
880	68	1	1999	235	320	34	0	0	0	4
881	73	1	1999	235	206	29	0	0	0	4
882	84	1	1999	150	1732	58	2	1	5	2
883	86	1	1999	278	178	28	2	1	2	4
884	126	1	1999	235	1248	52	1	1	4	4
885	160	1	1999	235	658	42	0	0	0	4
886	183	1	1999	235	236	30	0	0	0	4
887	NA	1	1999	194	3722	77	0	0	0	3
888	NA	1	1999	194	3594	70	0	0	0	3
889	NA	1	1999	194	1104	52	0	0	0	3
890	NA	1	1999	194	1368	54	0	0	0	3
891	NA	1	1999	194	1762	61	0	0	0	3
892	NA	1	1999	194	1240	52	0	0	0	3
893	NA	1	1999	194	668	42	0	0	0	3
894	NA	1	1999	194	2914	74	0	0	0	3
895	NA	1	1999	194	1756	55	0	0	0	3
896	NA	1	1999	194	1828	57	0	0	0	3
897	NA	1	1999	194	2720	66	0	0	0	3
898	NA	1	1999	194	1368	55	0	0	0	3
899	NA	1	1999	194	1834	60	0	0	0	3
900	NA	1	1999	194	420	36	0	0	0	3
901	NA	1	1999	194	2020	60	0	0	0	3
902	NA	1	1999	194	1886	61	0	0	0	3
903	NA	1	1999	194	3056	71	0	0	0	3
904	NA	1	1999	100	1744	61	2	1	6	2
905	NA	1	1999	100	1562	55	2	1	4	2
906	NA	1	1999	100	3002	68	1	1	5	2
907	NA	1	1999	100	1412	54	2	1	4	2
908	NA	1	1999	278	1320	50	1	1	4	4
909	NA	1	1999	278	332	36	1	1	2	4
910	NA	1	1999	278	1190	54	2	1	4	4
911	NA	1	1999	278	854	45	2	1	3	4
912	NA	1	1999	278	1140	50	2	1	4	4
913	NA	1	1999	278	984	49	2	1	4	4
914	NA	1	1999	278	652	42	1	1	4	4
915	NA	1	1999	278	580	42	2	1	3	4
916	NA	1	1999	278	476	39	1	1	3	4
917	NA	1	1999	278	360	35	2	1	2	4
918	NA	1	1999	110	1654	60	2	1	5	4
919	NA	1	1999	110	1786	61	1	1	5	4
920	NA	1	1999	110	912	48	1	1	3	4
921	NA	1	1999	110	2430	67	1	1	6	4
922	NA	1	1999	110	252	31	2	1	2	4
923	NA	1	1999	110	176	29	2	1	2	4
924	NA	1	1999	110	2136	62	1	1	5	4
925	NA	1	1999	110	916	49	2	1	3	4
926	NA	1	1999	110	526	39	2	1	3	4
927	NA	1	1999	110	354	36	2	1	3	4
928	NA	1	1999	110	418	36	1	1	3	4
929	NA	1	1999	110	356	35	1	1	3	4
930	NA	1	1999	110	670	42	2	1	3	4
931	NA	1	1999	110	816	45	2	1	3	4
932	NA	1	1999	110	324	35	1	1	2	4
933	NA	1	1999	110	234	32	2	1	2	4
934	NA	1	1999	110	206	31	2	1	2	4
935	NA	1	1999	278	2556	63	2	2	5	4
936	NA	1	1999	278	3172	68	1	2	6	4
937	NA	1	1999	278	2426	65	2	2	5	4
938	NA	1	1999	110	1380	52	1	2	5	4
939	NA	1	1999	110	1692	56	1	2	5	4
940	NA	1	1999	110	2160	60	1	2	5	4
941	NA	1	1999	110	1236	50	2	2	5	4
942	NA	1	1999	110	1608	53	2	2	5	4
943	NA	1	1999	110	1972	57	1	2	5	4
944	1	1	2000	121	950	49	1	1	3	1
945	1	1	2000	121	1672	62	1	1	5	1
946	1	1	2000	121	1280	51	1	1	3	1
947	1	1	2000	121	1278	52	1	1	4	1
948	1	1	2000	121	3836	78	1	1	6	1
949	1	1	2000	121	1072	51	1	1	6	1
950	1	1	2000	293	1908	62	1	1	5	2
951	1	1	2000	293	1034	51	2	1	3	2
952	1	1	2000	237	1548	59	2	1	6	2
953	1	1	2000	237	420	36	1	1	5	2
954	1	1	2000	285	1680	58	2	1	6	3
955	1	1	2000	285	1826	59	1	1	6	3
956	1	1	2000	285	2020	62	1	1	6	3
957	1	1	2000	285	1418	53	2	1	4	3
958	1	1	2000	285	1954	60	1	1	5	3
959	1	1	2000	285	1344	53	1	1	4	3
960	1	1	2000	285	954	49	2	1	3	3
961	1	1	2000	270	432	36	1	1	2	4
962	1	1	2000	260	1396	56	1	1	5	4
963	1	1	2000	121	2094	61	1	2	6	1
964	1	1	2000	121	3388	76	2	2	8	1
965	1	1	2000	102	2414	63	2	2	8	2
966	1	1	2000	293	4240	82	2	2	9	2
967	1	1	2000	237	3594	71	2	2	8	2
968	1	1	2000	285	2296	60	2	2	5	3
969	1	1	2000	285	2390	64	2	2	6	3
970	1	1	2000	285	2724	64	1	3	6	3
971	2	1	2000	121	1506	56	2	1	4	1
972	2	1	2000	121	6020	89	2	1	8	1
973	2	1	2000	102	940	45	2	1	3	2
974	2	1	2000	102	3892	69	2	1	7	2
975	2	1	2000	102	542	40	1	1	4	2
976	2	1	2000	285	2150	64	2	1	6	3
977	2	1	2000	285	1348	54	1	1	5	3
978	2	1	2000	285	1170	52	2	1	4	3
979	2	1	2000	270	2908	69	2	1	5	4
980	2	1	2000	270	554	40	2	1	3	4
981	2	1	2000	146	764	42	1	1	3	3
982	2	1	2000	121	2404	61	1	2	6	1
983	2	1	2000	121	2576	67	2	2	6	1
984	2	1	2000	121	2676	65	1	4	5	1
985	2	1	2000	146	2182	60	1	4	6	3
986	2	1	2000	146	1984	59	1	4	7	3
987	3	1	2000	121	2710	69	1	1	5	1
988	3	1	2000	102	1258	53	2	1	4	2
989	3	1	2000	285	2148	62	2	1	5	3
990	3	1	2000	285	3364	72	2	1	5	3
991	3	1	2000	270	3200	69	2	1	5	4
992	3	1	2000	260	990	51	1	1	5	4
993	3	1	2000	146	3258	73	1	1	7	3
994	3	1	2000	121	4310	74	1	2	6	1
995	3	1	2000	121	6600	92	1	2	7	1
996	3	1	2000	270	2162	60	2	2	7	4
997	3	1	2000	121	2582	61	2	3	5	1
998	3	1	2000	121	2778	62	1	4	6	1
999	3	1	2000	270	3152	69	1	4	6	4
1000	3	1	2000	146	3200	66	2	4	7	3
1001	3	1	2000	146	2236	64	1	4	4	3
1002	4	1	2000	121	2234	63	1	1	5	1
1003	4	1	2000	102	932	48	2	1	4	2
1004	4	1	2000	237	1802	56	2	1	5	2
1005	4	1	2000	237	870	47	2	1	4	2
1006	4	1	2000	237	1660	55	1	1	4	2
1007	4	1	2000	270	1748	58	2	1	4	4
1008	4	1	2000	146	3372	72	2	1	5	3
1009	4	1	2000	121	2160	59	1	2	6	1
1010	4	1	2000	121	2736	62	1	2	5	1
1011	4	1	2000	121	1286	52	2	2	6	1
1012	4	1	2000	121	1652	55	1	4	6	1
1013	4	1	2000	121	2032	59	1	4	6	1
1014	4	1	2000	260	2804	68	1	4	5	4
1015	5	1	2000	121	600	41	1	1	2	1
1016	5	1	2000	285	3708	71	1	1	7	3
1017	5	1	2000	270	472	38	2	1	3	4
1018	5	1	2000	146	3622	78	2	1	8	3
1019	5	1	2000	146	856	45	1	1	4	3
1020	5	1	2000	121	2094	60	2	2	5	1
1021	5	1	2000	121	4824	79	1	4	7	1
1022	5	1	2000	260	3328	71	1	4	5	4
1023	5	1	2000	146	2146	60	1	4	7	3
1024	6	1	2000	102	902	45	2	1	3	2
1025	6	1	2000	285	1052	51	2	1	4	3
1026	6	1	2000	260	492	38	2	1	2	4
1027	7	1	2000	260	828	46	1	1	3	4
1028	7	1	2000	121	3012	66	2	2	6	1
1029	7	1	2000	146	3002	70	1	4	5	3
1030	8	1	2000	121	986	49	2	1	4	1
1031	8	1	2000	121	988	49	1	1	4	1
1032	8	1	2000	285	1952	60	1	1	5	3
1033	8	1	2000	260	1936	58	2	1	4	4
1034	8	1	2000	146	790	46	1	1	3	3
1035	8	1	2000	146	682	43	2	1	3	3
1036	8	1	2000	260	1712	55	2	2	4	4
1037	8	1	2000	121	2762	65	1	4	6	1
1038	9	1	2000	121	3040	70	1	1	6	1
1039	9	1	2000	237	2490	66	1	1	8	2
1040	9	1	2000	270	756	43	2	1	4	4
1041	10	1	2000	121	726	43	1	1	3	1
1042	10	1	2000	270	278	33	1	1	2	4
1043	11	1	2000	260	1262	53	1	1	4	4
1044	11	1	2000	260	442	35	2	1	3	4
1045	12	1	2000	285	506	38	2	1	3	3
1046	12	1	2000	285	686	44	2	1	3	3
1047	12	1	2000	270	190	28	2	1	2	4
1048	12	1	2000	260	444	35	1	1	3	4
1049	13	1	2000	146	186	29	2	1	3	3
1050	14	1	2000	260	2554	60	1	1	5	4
1051	14	1	2000	121	2426	63	1	2	6	1
1052	14	1	2000	121	2570	68	2	2	6	1
1053	15	1	2000	121	1926	58	1	2	6	1
1054	17	1	2000	260	2374	67	2	1	6	4
1055	19	1	2000	121	1946	58	2	2	5	1
1056	20	1	2000	121	1664	58	1	1	4	1
1057	20	1	2000	260	2188	61	2	2	7	4
1058	22	1	2000	270	1344	54	2	1	4	4
1059	26	1	2000	285	1106	53	2	1	6	3
1060	26	1	2000	270	1120	49	1	1	3	4
1061	27	1	2000	270	1672	53	2	2	5	4
1062	28	1	2000	260	2096	63	1	4	5	4
1063	30	1	2000	260	3008	67	1	1	5	4
1064	30	1	2000	260	418	38	2	1	4	4
1065	30	1	2000	146	974	47	1	1	4	3
1066	31	1	2000	146	700	43	2	1	3	3
1067	31	1	2000	260	5658	80	1	2	6	4
1068	35	1	2000	270	1304	51	2	1	4	4
1069	39	1	2000	285	1430	57	2	1	6	3
1070	40	1	2000	270	1432	53	1	1	5	4
1071	43	1	2000	270	292	34	2	1	2	4
1072	43	1	2000	146	6314	93	1	4	9	3
1073	44	1	2000	270	1548	55	1	1	5	4
1074	45	1	2000	285	1768	60	1	1	6	3
1075	45	1	2000	260	1138	51	1	1	4	4
1076	49	1	2000	270	1072	48	2	1	4	4
1077	52	1	2000	270	1096	49	2	1	5	4
1078	56	1	2000	146	198	29	2	1	2	3
1079	56	1	2000	121	1488	54	2	2	5	1
1080	58	1	2000	270	550	41	1	1	3	4
1081	67	1	2000	102	1250	54	2	1	6	2
1082	67	1	2000	260	2088	60	2	1	5	4
1083	71	1	2000	146	234	30	2	1	2	3
1084	81	1	2000	260	380	35	2	1	2	4
1085	186	1	2000	146	92	22	1	1	1	3
1086	210	1	2000	260	444	37	1	1	2	4
1087	223	1	2000	270	434	36	2	1	3	4
1088	1	1	2001	90	3754	72	1	1	5	1
1089	1	1	2001	199	2472	67	2	1	6	2
1090	1	1	2001	199	984	48	2	1	3	2
1091	1	1	2001	199	2410	62	1	1	6	2
1092	1	1	2001	199	3314	77	1	1	6	2
1093	1	1	2001	199	1448	56	2	1	5	2
1094	1	1	2001	199	3578	71	2	1	5	2
1095	1	1	2001	98	1860	57	1	1	3	3
1096	1	1	2001	220	3412	68	1	1	5	4
1097	1	1	2001	125	2348	68	1	1	5	4
1098	1	1	2001	125	3146	72	2	1	6	4
1099	1	1	2001	140	836	46	1	1	3	4
1100	1	1	2001	140	744	44	1	1	3	4
1101	1	1	2001	140	620	43	2	1	3	4
1102	1	1	2001	140	748	45	2	1	3	4
1103	1	1	2001	140	938	51	1	1	3	4
1104	1	1	2001	228	1558	58	1	1	5	4
1105	1	1	2001	228	910	49	2	1	3	4
1106	1	1	2001	228	600	40	1	1	3	4
1107	1	1	2001	228	1104	52	1	1	4	4
1108	1	1	2001	180	1940	59	1	1	5	3
1109	1	1	2001	193	1266	56	2	1	5	3
1110	1	1	2001	193	266	32	2	1	2	3
1111	1	1	2001	193	414	35	2	1	2	3
1112	1	1	2001	193	274	33	1	1	2	3
1113	1	1	2001	122	1238	54	1	1	5	3
1114	1	1	2001	122	1490	59	2	1	5	3
1115	1	1	2001	122	1478	55	1	1	4	3
1116	1	1	2001	122	2222	68	2	1	5	3
1117	1	1	2001	122	2138	65	2	1	6	3
1118	1	1	2001	122	1730	56	1	1	5	3
1119	1	1	2001	256	1772	61	2	1	5	3
1120	1	1	2001	276	1276	53	2	1	4	2
1121	1	1	2001	276	2592	68	1	1	6	2
1122	1	1	2001	256	2284	57	2	2	6	3
1123	1	1	2001	98	1936	58	2	4	5	3
1124	1	1	2001	125	6044	84	2	4	7	4
1125	1	1	2001	125	6172	84	2	4	7	4
1126	1	1	2001	140	5442	85	2	4	8	4
1127	1	1	2001	140	4098	79	1	4	6	4
1128	1	1	2001	140	3990	72	2	4	6	4
1129	1	1	2001	256	1988	59	1	4	5	3
1130	1	1	2001	276	5732	82	1	4	7	2
1131	2	1	2001	112	252	29	2	1	2	1
1132	2	1	2001	112	198	27	2	1	1	1
1133	2	1	2001	199	3660	72	1	1	6	2
1134	2	1	2001	199	1194	52	1	1	4	2
1135	2	1	2001	220	1246	53	1	1	3	4
1136	2	1	2001	125	1760	61	1	1	4	4
1137	2	1	2001	228	570	42	1	1	3	4
1138	2	1	2001	228	970	49	1	1	3	4
1139	2	1	2001	193	1350	54	1	1	4	3
1140	2	1	2001	122	2114	63	1	1	5	3
1141	2	1	2001	122	1520	56	2	1	5	3
1142	2	1	2001	256	1602	56	1	1	4	3
1143	2	1	2001	256	1812	56	1	1	6	3
1144	2	1	2001	260	968	49	1	1	3	2
1145	2	1	2001	110	560	41	1	1	2	2
1146	2	1	2001	110	1074	57	2	1	4	2
1147	2	1	2001	140	2164	59	2	2	5	4
1148	2	1	2001	125	4076	76	2	4	6	4
1149	2	1	2001	140	NA	NA	1	4	9	4
1150	2	1	2001	122	2192	60	2	4	7	3
1151	2	1	2001	256	2808	65	1	4	6	3
1152	2	1	2001	276	7888	94	2	4	9	2
1153	3	1	2001	112	398	34	2	1	2	1
1154	3	1	2001	140	748	44	1	1	3	4
1155	3	1	2001	140	302	34	2	1	2	4
1156	3	1	2001	140	366	34	1	1	2	4
1157	3	1	2001	228	768	45	2	1	4	4
1158	3	1	2001	228	1636	58	1	1	5	4
1159	3	1	2001	228	596	41	2	1	3	4
1160	3	1	2001	180	778	44	1	1	3	3
1161	3	1	2001	193	1334	52	2	1	4	3
1162	3	1	2001	283	66	19	2	1	1	2
1163	3	1	2001	110	1738	65	2	1	4	2
1164	3	1	2001	112	4432	80	1	4	7	1
1165	3	1	2001	140	2154	63	1	4	5	4
1166	3	1	2001	140	1994	61	2	4	5	4
1167	3	1	2001	228	4938	81	2	4	7	4
