SampleDepth	Sources	Station	Time	Latitude	Longitude	Xkm	Ykm	Month	Year	BottomDepth	Season	Discovery	RelativeDepth
2863	0.62	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1921.31
2963	0.62	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1821.07
3498	0.62	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1286.09
3633	0.62	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1151.4
3666	0.62	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1118.37
3397	0.46	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1386.93
3565	0.46	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1218.81
3766	0.46	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1017.53
3834	0.46	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	950.38
3901	0.46	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	883.08
4002	0.46	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	782.23
4103	0.46	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	681.23
4306	0.46	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	478.12
2762	0.31	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	2022.07
3363	0.31	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1420.62
3699	0.31	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1084.65
3867	0.31	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	916.99
3968	0.31	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	815.58
4136	0.31	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	647.52
4238	0.31	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	546.34
3330	0.15	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1454.1
4036	0.15	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	748.32
4170	0.15	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	613.79
4441	0.15	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	342.58
4475	0.15	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	308.68
3800	0	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	983.91
4069	0	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	714.77
4340	0	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	444.2
4374	0	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	410.31
4408	0	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	376.5
4509	0	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	274.9
4543	0	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	240.87
4577	0	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	206.65
1575	42.53	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1233.76
1605	37.5	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1203.72
1419	30.03	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1389.69
1451	29.22	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1358.21
1483	28.57	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1326.49
1636	26.46	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1173.11
1514	25.33	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1295.09
1322	25.16	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1487.16
1696	24.35	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1112.73
1387	23.86	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1422.1
1727	23.22	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1081.82
1758	21.92	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1050.7
1790	21.59	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1019.23
1354	20.46	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1454.97
1289	20.29	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1519.77
1666	20.13	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1142.66
1821	19.48	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	988.12
1884	18.67	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	925.04
1257	18.34	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1552.14
1192	18.18	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1616.82
1916	16.88	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	893.39
1095	15.58	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1714.24
1030	15.26	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1779.07
930	15.1	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1878.99
1128	15.1	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1681.5
1160	14.45	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1649.32
1062	13.96	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1746.58
2333	13.64	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	476.36
997	12.99	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1812.44
1947	12.34	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	862.21
2010	11.04	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	798.74
2074	10.39	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	734.64
1978	10.07	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	830.75
2235	9.58	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	573.74
963	9.42	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	1845.66
2365	8.28	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	443.69
2527	8.28	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	282.41
2301	8.12	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	508.42
2430	7.95	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	378.95
2397	7.79	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	411.63
2268	7.31	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	540.9
2107	6.82	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	702.27
2042	6.49	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	767.12
2203	6.49	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	606.34
2463	6.01	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	346.24
2558	5.19	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	250.9
2139	4.22	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	669.95
2622	4.06	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	187.46
2653	4.06	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	155.92
2716	2.44	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	92.61
2748	1.95	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	61.15
2590	1.79	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	218.78
2685	1.46	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255	124.39
692	13.59	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	3326
836	12.58	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	3182
801	10.84	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	3217
765	10.56	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	3253
728	9.98	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	3290
1127	9.4	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	2891
1091	9.11	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	2927
1166	8.39	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	2852
1201	6.07	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	2817
1239	6.07	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	2779
1495	5.49	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	2523
1532	4.34	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	2486
2307	3.76	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	1711
1568	3.47	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	2450
1604	3.04	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	2414
1865	2.75	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	2153
2419	2.75	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	1599
2382	2.6	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	1636
2051	2.17	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	1967
2346	2.17	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	1672
1902	2.02	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	2116
1939	2.02	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	2079
2455	2.02	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	1563
2861	1.88	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	1157
2715	1.59	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	1303
2789	1.59	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	1229
2753	1.3	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	1265
2825	1.3	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	1193
3118	1.3	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	900
1977	1.01	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	2041
2013	1.01	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	2005
3190	1.01	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	828
3154	0.72	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	864
3521	0.58	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	497
3225	0.43	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	793
3265	0.43	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	753
3558	0.43	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	460
3596	0.43	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	422
3629	0.43	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	389
3668	0.29	12	1	49.751	-13.9447	3.949	-27.669	3	2002	4018	1	260	350
543	33.34	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	3358
580	32.57	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	3321
505	28.57	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	3396
617	26.1	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	3284
691	22.29	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	3210
656	21.72	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	3245
766	17.72	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	3135
730	15.24	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	3171
802	14.48	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	3099
840	13.52	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	3061
1023	10.1	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2878
913	9.72	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2988
1207	9.72	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2694
1096	9.33	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2805
1355	9.33	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2546
1170	9.14	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2731
1282	8.95	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2619
1060	8.76	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2841
1134	8.76	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2767
1242	8.76	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2659
877	7.43	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	3024
1317	7.43	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2584
951	7.05	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2950
1392	7.05	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2509
1730	5.33	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2171
1431	4.95	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2470
2358	4.19	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1543
1879	4	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2022
1470	3.24	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2431
2066	3.24	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1835
2396	3.24	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1505
2320	3.05	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1581
1805	2.67	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2096
1953	2.67	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1948
2213	2.67	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1688
1768	2.48	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2133
2503	2.48	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1398
2538	2.48	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1363
2578	2.48	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1323
1844	2.29	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	2057
2650	2.29	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1251
1991	2.1	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1910
2140	2.1	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1761
2175	2.1	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1726
2687	2.1	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1214
2468	1.9	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1433
1918	1.71	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1983
2029	1.71	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1872
2250	1.71	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1651
2722	1.71	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1179
2758	1.71	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1143
2431	1.52	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1470
2613	1.52	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1288
2102	1.33	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1799
2794	1.33	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1107
2833	1.33	13	2	49.8567	-13.962	2.722	-15.890	3	2002	3901	1	260	1068
634	27.8	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	3637
599	27.24	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	3672
709	21.46	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	3562
671	19.22	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	3600
781	17.54	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	3490
744	17.35	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	3527
890	16.23	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	3381
854	15.49	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	3417
1183	13.62	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	3088
1073	12.87	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	3198
927	11.75	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	3344
818	11.2	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	3453
1110	10.82	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	3161
1219	10.64	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	3052
999	10.45	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	3272
1292	10.26	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2979
963	9.7	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	3308
1330	9.7	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2941
1035	9.52	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	3236
1259	8.58	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	3012
1367	7.09	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2904
1402	6.72	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2869
1440	6.16	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2831
2452	6.16	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	1819
1547	5.41	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2724
1475	5.22	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2796
1584	5.22	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2687
1511	4.85	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2760
2560	4.29	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	1711
2164	3.92	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2107
2487	3.92	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	1784
2524	3.92	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	1747
1621	3.73	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2650
1911	3.73	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2360
2380	3.73	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	1891
1877	3.17	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2394
2201	3.17	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2070
2344	3.17	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	1927
2019	2.99	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2252
2275	2.99	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	1996
1983	2.8	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2288
2056	2.8	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2215
2595	2.8	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	1676
2740	2.8	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	1531
2236	2.61	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2035
2307	2.43	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	1964
2668	2.43	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	1603
2777	2.43	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	1494
1947	2.24	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2324
2093	2.24	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2178
2128	1.87	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	2143
2706	1.87	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	1565
2631	1.68	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	1640
2883	1.68	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	1388
2919	1.68	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	1352
2812	1.49	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	1459
2849	1.49	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	1422
2957	1.31	14	2	49.555	-14.1833	-13.192	-49.449	3	2002	4271	1	260	1314
591.24	78.66923996	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	3401.76
554.97	77.93401342	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	3438.03
518.7	59.55334988	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	3474.3
627.51	56.61244371	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	3365.49
663.78	51.28205128	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	3329.22
700.05	38.96700671	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	3292.95
772.59	34.37184082	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	3220.41
808.86	31.98235456	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	3184.14
736.32	27.57099531	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	3256.68
990.21	23.15963606	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	3002.79
917.67	22.97582943	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	3075.33
845.13	22.42440952	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	3147.87
953.94	21.13776307	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	3039.06
1026.48	20.03492326	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2966.52
881.4	18.74827681	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	3111.6
1099.02	17.82924364	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2893.98
1316.64	16.54259719	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2676.36
1135.29	15.99117728	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2857.71
1171.56	15.80737065	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2821.44
1244.1	14.33691756	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2748.9
1207.83	14.15311093	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2785.17
1280.37	14.15311093	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2712.63
1389.18	11.9474313	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2603.82
1352.91	11.21220476	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2640.09
1497.99	10.10936495	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2495.01
1461.72	8.8227185	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2531.28
1425.45	8.271298594	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2567.55
1534.26	7.536072052	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2458.74
1788.15	4.778972521	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2204.85
1896.96	4.41135925	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2096.04
1860.69	3.859939344	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2132.31
1969.5	3.676132708	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2023.5
2404.74	3.676132708	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1588.26
2477.28	3.676132708	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1515.72
1933.23	3.492326073	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2059.77
2005.77	3.308519438	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1987.23
1824.42	3.124712802	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	2168.58
2368.47	3.124712802	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1624.53
2259.66	2.940906167	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1733.34
2767.44	2.940906167	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1225.56
2694.9	2.757099531	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1298.1
2586.09	2.573292896	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1406.91
2731.17	2.573292896	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1261.83
2078.31	2.38948626	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1914.69
2441.01	2.38948626	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1551.99
2513.55	2.38948626	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1479.45
2622.36	2.38948626	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1370.64
2150.85	2.205679625	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1842.15
2658.63	2.205679625	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1334.37
2042.04	2.02187299	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1950.96
2295.93	2.02187299	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1697.07
2549.82	2.02187299	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1443.18
2114.58	1.838066354	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1878.42
2223.39	1.470453083	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1769.61
2187.12	1.286646448	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1805.88
2803.71	1.102839813	15	2	49.807	-14.0643	-4.590	-21.447	3	2002	3993	1	260	1189.29
598	53.37	16	1	49.0322	-16.1493	-156.562	-107.566	10	2002	4810	2	266	4212
